OFFICIAL_GENE_NAME	OFFICIAL_TF_CODING_GENE_NAME	REGULATION	REF	SPECIES	REF ACCESSION #
RPL5	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
RPL6	MYC	UP	Pubmed	rat, Rattus norvegicus; homo sapiens	;11085504;14519204
RPL7	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
RPL9	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
RPLP1	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
RPS12	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
RPS13	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504;12808131;
RPS15A	MYC	UP	Pubmed	rat, Rattus norvegicus; homo sapiens	;11085504; 14519204
RPS16	MYC	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;12747840;11085504
RPS18	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
RPS19	MYC	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;11085504;1280813
RPS20	MYC	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;11085504;12808131;
RPS23	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
RPS6KA3	FOXO1	UP	Pubmed	human, Homo sapiens	;12351634;
RPS7	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
RPS9	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
RRM2	E2F4	DOWN	Pubmed	;mus musculus	;14688249
RRM2B	GLI1	UP	Pubmed	mus musculus;	;19095649
RRM2B	TP53	UP	Pubmed	human, Homo sapiens;	;10980602
RRP1B	E2F1	UP	Pubmed	;homo sapiens	;20040599
RSPO2	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;19213727
RUNX1	ETS1	UP	trrd;	human, Homo sapiens	S3350;
RUNX1	ETS2	UP	trrd;	human, Homo sapiens	S3350;
RUNX1	HBP1	UP	Pubmed	human, Homo sapiens	;16179914;
RUNX1	RUNX3	DOWN	Pubmed	;mus musculus	;17488194
RUNX1	TRPS1	DOWN	Pubmed	;mus musculus	;21122804
RUNX2	AR	DOWN	Pubmed	human, Homo sapiens;	19389811;
RUNX2	CTNNB1	UP	Pubmed	GG; mus musculus	;16575901;16043491
RUNX2	DLX5	UP	Pubmed	;mus musculus	;16115867
RUNX2	ELK1	UP	Pubmed	;rattus norvegicus; homo sapiens; mus musculus	;19017640
RUNX2	EPAS1	UP	Pubmed	;mus musculus	;18442887
RUNX2	FOXO1	UP	Pubmed	mouse, Mus musculus;	;20650891;
RUNX2	JUN	UP	NFIRegulomeDB;	mouse, Mus musculus;	;
RUNX2	LEF1	UP	Pubmed	GG; mus musculus	;16575901;16043491
RUNX2	SP1	UP	Pubmed	;rattus norvegicus; homo sapiens; mus musculus	;19017640
RUNX2	TCF7	UP	Pubmed	GG; mus musculus	;16575901;16043491
RUVBL2	MYC	UP	Pubmed	human, Homo sapiens	;11983916
RXRG	NR2F1	DOWN	trrd	human, Homo sapiens;	S5047;
S100A10	RBPJ	UP	Pubmed	mus musculus;	;15979417
S100A4	CTNNB1	UP	Pubmed	human, Homo sapiens;	;17101323
S100B	TFAP2A	UP	NfiRegulomeDB	human, Homo sapiens;	;
S100B	TP53	DOWN	Pubmed	human, Homo sapiens;	;15178678
SAA1	CEBPA	UP	Pubmed	human, Homo sapiens;homo sapiens	12410800;
SAA1	CEBPB	UP	Pubmed	human, Homo sapiens;homo sapiens	12410800;
SAA1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
SAA1	STAT3	UP	Pubmed	hUman, Homo sapiens;	;14733913;
SAA2	NFKB1	UP	Pubmed	human, Homo sapiens;	;8244997;
SAA2	RELA	UP	Pubmed	human, Homo sapiens;	;8244997;
SAT1	FOXO3	UP	Pubmed	human, Homo sapiens	;12351634
SATB1	FOXO3	UP	Pubmed	human, Homo sapiens	;12351634;
SCAP	AR	UP	Pubmed	human, Homo sapiens;	15133039;
SCARA5	GLI1	UP	Pubmed	mus musculus;	;19095649
SCARB1	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16492665;
SCARB1	GLI1	UP	Pubmed	mus musculus;	;19095649
SCARB1	MYC	UP	Pubmed	human, Homo sapiens	;11983916
SCARB1	NR5A1	UP	trrd;	hUman, Homo sapiens;	S8880;
SCD	CEBPA	UP	Pubmed	;mus musculus; homo sapiens	7480063; 11414710;
SCD	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;16492665;
SCD	HNF1A	UP	Pubmed	;mus musculus; homo sapiens	;7480063; 11414710
SCD	NR1H2	UP	Pubmed	mouse, Mus musculus;	;19066317
SCD	NR1H3	UP	Pubmed	mouse, Mus musculus;	;19066317
SCD	SREBF1	UP	Pubmed	;homo sapiens	;11414710
SCGB1A1	CEBPA	UP	Pubmed	mouse, Mus musculus;mus musculus; homo sapiens	12161423; 11193754;
SCGB1A1	FOXA2	UP	Pubmed	;mus musculus; homo sapiens	;11193754
SCGB1A1	JUN	UP	trrd;	rat, Rattus norvegicus	S9565;
SCGB1A1	NKX2-1	UP	Pubmed	;mus musculus	;12161423
SCGB1A1	SOX2	UP	Pubmed	;mus musculus	;20011520
SCGB1A1	TTF1	UP	Pubmed	homo sapiens; mus musculus	;11193754
SCGB2A2	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
SCNN1A	AR	UP	Pubmed	mouse, Mus musculus;	16172422;
SCNN1G	SP1	UP	trrd;	hUman, Homo sapiens;	S9490;
SDC2	CTNNB1	DOWN	Pubmed	hUman, Homo sapiens;	;15473860
SDPR	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;17254969
SEC63	CREB1	UP	Pubmed	mouse, Mus musculus;	;14973073
SEL1L	ATF6	UP	Pubmed	human, Homo sapiens;	17967421;
SELE	NFKB1	UP	trrd	human, Homo sapiens;	S1328;
SELE	RELA	UP	trrd	human, Homo sapiens;	S1328;
SEMA3C	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
SEMA3F	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;16100571;
SEMA3F	FOXO3	DOWN	Pubmed	mouse, Mus musculus;	;16100571;
SEMA5B	RBPJ	DOWN	Pubmed	mus musculus;	;15979417
SEPP1	SMAD3	DOWN	Pubmed	;homo sapiens	;11733012; 11568450
SEPP1	SMAD4	DOWN	Pubmed	;homo sapiens	;11733012; 11568450
SEPT7	GLI1	UP	Pubmed	mus musculus;	;19095649
SERP1	ATF6	UP	Pubmed	mouse, Mus musculus;	14559994;
SERPINA1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
SERPINA3	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
SERPINA5	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
SERPINB2	GLI2	UP	Pubmed	human, Homo sapiens	;14691458
SERPINB5	ETS1	UP	Pubmed	human, Homo sapiens	;9040939
SERPINB5	JUN	UP	Pubmed	;homo sapiens	9040939;
SERPINB5	SMAD2	UP	Pubmed	;homo sapiens	;17204482
SERPINB5	SMAD3	UP	Pubmed	;homo sapiens	;17204482
SERPINB5	TP53	UP	Pubmed	;homo sapiens	;17204482; 10692390
SERPIND1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15592430
SERPINE1	E2F1	DOWN	Pubmed	;homo sapiens	;11559366
SERPINE1	HIF1A	UP	Pubmed	human, Homo sapiens	;11877282
SERPINE1	SMAD2	UP	Pubmed	human, Homo sapiens;	;15198928
SERPINE1	SMAD3	UP	Pubmed	human, Homo sapiens;	;15198928
SERPINE1	SP1	UP	trrd;	human, Homo sapiens;	S5921;
SERPINF2	JUN	UP	trrd;	mouse, Mus musculus;	S6983;
SESN1	TP53	UP	pazar	human, Homo sapiens;	pazar_ABS;pazar_pleiades;
SFN	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
SFRP1	FOXO1	UP	Pubmed	mouse, Mus musculus;	;19896444;
SFRP1	FOXO3	UP	Pubmed	mouse, Mus musculus;	;19896444;
SFRP1	GLI1	UP	Pubmed	human, Homo sapiens	;17035233
SFRP2	FOXO1	UP	Pubmed	mouse, Mus musculus;	;19896444;
SFRP2	FOXO3	UP	Pubmed	mouse, Mus musculus;	;19896444;
SFRP2	GLI1	DOWN	Pubmed	mouse, Mus musculus;	;12444557
SFRP4	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15579438
SGK1	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12907606
SGK1	GLI1	DOWN	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
SGK1	SP1	UP	trrd;	rAt, Rattus norvegicus	S9472;
SGK1	TCF7L2	UP	Pubmed	mouse, Mus musculus;	;12907606
SH3GLB1	GLI1	DOWN	Pubmed	human, Homo sapiens	;11719506
SHH	GLI1	UP	Pubmed	mouse, Mus musculus;	;9247260
SI	CDX2	UP	Pubmed	;mus musculus	12060663;
SI	GATA4	UP	Pubmed	mouse, Mus musculus;	;12060663
SI	HNF1A	UP	Pubmed	;mus musculus	;12060663
SIAH1	E2F1	UP	Pubmed	human, Homo sapiens;	;18627426
SIM2	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15579438
SIRT2	FOXO3	UP	Pubmed	mouse, Mus musculus;	;19896444;
SIVA1	E2F1	UP	Pubmed	;mus musculus	;15105421
SIVA1	TP53	UP	Pubmed	human, Homo sapiens;	;15105421
SKP2	E2F1	UP	Pubmed	;homo sapiens	;17471231
SKP2	RBPJ	UP	Pubmed	HUman, Homo sapiens; mus musculus	;15998794
SLC10A1	CEBPB	UP	Pubmed	;homo sapiens; mus musculus	14701722;
SLC10A1	HNF1A	UP	Pubmed	;rattus norvegicus	;14701722
SLC10A1	HNF4A	UP	Pubmed	;rattus norvegicus	;14701722
SLC10A1	RARA	UP	Pubmed	;rattus norvegicus	;14701722
SLC10A1	RXRA	UP	Pubmed	;rattus norvegicus	;14701722
SLC16A1	FOXO1	UP	Pubmed	human, Homo sapiens	;12351634;
SLC19A1	GLI1	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
SLC1A5	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
SLC22A2	AR	UP	Pubmed	rat, Rattus norvegicus	16550473;
SLC22A5	PPARA	UP	Pubmed	rat, Rattus norvegicus	;18309235;
SLC25A1	SREBF1	UP	Pubmed	;rattus norvegicus	;18795892
SLC25A3	MYC	UP	Pubmed	human, Homo sapiens;	;12747840
SLC25A4	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
SLC26A2	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
SLC2A1	SP3	DOWN	trrd	rAt, Rattus norvegicus	S6656;
SLC2A14	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15592430
SLC2A2	EP300	UP	Pubmed	;homo sapiens	;11978637
SLC2A2	HNF1A	UP	Pubmed	;homo sapiens	;11978637
SLC2A2	PDX1	UP	trrd	mouse, Mus musculus;	S8308;
SLC2A3	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15592430
SLC2A4	CEBPA	UP	Pubmed	mouse, Mus musculus;mus musculus	12641495;
SLC2A4	KLF15	UP	Pubmed	;mus musculus	;12097321
SLC2A4	MEF2A	UP	Pubmed	;mus musculus	;12097321; 12641495
SLC2A4	SREBF1	UP	Pubmed	;homo sapiens	;16787385
SLC46A1	JUN	UP	Pubmed	;homo sapiens	19643086;
SLC46A1	YY1	UP	Pubmed	;homo sapiens	;19643086
SLC5A2	HNF1A	UP	Pubmed	;mus musculus	;11269503
SLC5A5	PAX8	UP	Pubmed	mouse, Mus musculus;rattus norvegicus	;14623893
SLC5A5	SMAD3	DOWN	Pubmed	;rattus norvegicus	;14623893
SLC6A2	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
SLC6A2	HOXA5	DOWN	pazar	human, Homo sapiens	0
SLC6A3	ZFP161	DOWN	pazar	hUman, Homo sapiens;	pazar_pleiades_20100814;
SLC6A4	YBX1	DOWN	pazar	hUman, Homo sapiens;	pazar_pleiades_20100814;
SLC7A12	GLI1	UP	Pubmed	mus musculus;	;19095649
SLC7A8	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15592430
SLC9A2	SP1	UP	trrd;	rAt, Rattus norvegicus	S10442;
SLIT2	GLI1	DOWN	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
SLITRK6	GLI1	UP	Pubmed	mus musculus;	;19095649
SLPI	STAT3	UP	Pubmed	mouse, Mus musculus;	;16293640
SLPI	STAT5A	UP	Pubmed	mouse, Mus musculus;	;16293640
SLPI	STAT5B	UP	Pubmed	mouse, Mus musculus;	;16293640
SMAD1	STAT3	UP	Pubmed	mouse, Mus musculus;	;16293640
SMAD4	FOXO1	UP	Pubmed	human, Homo sapiens	;12351634;
SMAD4	FOXO3	UP	Pubmed	human, Homo sapiens	;12351634;
SMAD6	RUNX2	UP	Pubmed	;homo sapiens	;17215250
SMAD7	JUN	UP	Pubmed	;mus musculus; rat norvigecus	10843994; 15579469;
SMAD7	OLIG1	UP	pazar	hUman, Homo sapiens;	;
SMAD7	SMAD2	UP	Pubmed	mus musculus; homo sapiens	;10559222; 10753944; 10843994
SMAD7	SMAD3	UP	Pubmed	mus musculus; homo sapiens	;10559222; 10753944; 10843994
SMAD7	SMAD4	UP	Pubmed	mus musculus; homo sapiens	;10559222; 10753944; 10843994
SMAD7	SP1	UP	Pubmed	;mus musculus	;10843994
SMARCA1	RBPJ	DOWN	Pubmed	mus musculus;	;15979417
SMC3	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12651860
SMC3	TCF7L2	UP	Pubmed	mouse, Mus musculus;	;12651860
SMN1	MYC	UP	Pubmed	human, Homo sapiens	;12747840
SMOC2	GLI1	UP	Pubmed	mus musculus;	;19095649
SMS	AR	UP	Pubmed	human, Homo sapiens;	15048993;
SMTN	NOTCH1	DOWN	Pubmed	human, Homo sapiens;	;15987768
SMTN	RBPJ	DOWN	Pubmed	human, Homo sapiens;	;15987768
SNAI1	AR	UP	Pubmed	human, Homo sapiens;	16541421;
SNAI1	GLI1	UP	Pubmed	mouse, Mus musculus;	;16158046
SNAI2	AR	UP	Pubmed	human, Homo sapiens;	16541421;
SNAI2	MITF	UP	Pubmed	human, Homo sapiens	;1999537;
SNRPB	MYC	UP	Pubmed	human, Homo sapiens;	;12747840
SNRPD3	MYC	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;11085504
SOCS2	STAT5A	UP	Pubmed	mouse, Mus musculus;	;16293640
SOCS2	STAT5B	UP	Pubmed	mouse, Mus musculus;	;16293640
SOCS3	STAT1	UP	Pubmed	mouse, Mus musculus;	;10359822
SOCS3	STAT3	UP	Pubmed	mouse, Mus musculus;	;16293640
SOCS3	STAT5A	UP	Pubmed	mouse, Mus musculus;	;10359822
SOCS3	STAT5B	UP	Pubmed	mouse, Mus musculus;	;10359822
SOD1	EGR1	UP	Pubmed	human, Homo sapiens;	;9867871
SOD1	SP1	UP	trrd;	human, Homo sapiens;	S7256;
SOD2	FOXO3	UP	Pubmed	human, Homo sapiens	;15674333
SOD2	JUN	UP	trrd;	rat, Rattus norvegicus	S6307;
SOD2	NFKB1	UP	trrd	rat, Rattus norvegicus	S6309;
SOD2	SP1	UP	trrd;	hUman, Homo sapiens;	S5095;
SOST	FOXO1	UP	Pubmed	mouse, Mus musculus;	;19896444;
SOST	FOXO3	UP	Pubmed	mouse, Mus musculus;	;19896444;
SOX2	PAX6	UP	Pubmed	;mus musculus	;18287938
SOX2	POU3F1	UP	Pubmed	;mus musculus	;12136102
SOX2	POU5F1	UP	Pubmed	mouse, Mus musculus;mus musculus	;12136102
SOX2	SOX2	UP	Pubmed	;mus musculus	;12136102
SP1	E2F7	DOWN	Pubmed	;homo sapiens	;21248772
SP1	SP1	UP	trrd;	hUman, Homo sapiens;	S9332;
SP3	E2F1	DOWN	Pubmed	;homo sapiens	;18342022
SP3	FOS	UP	Pubmed	;homo sapiens	;18342022
SP3	JUN	UP	Pubmed	;homo sapiens	;18342022
SP3	MYB	UP	Pubmed	;homo sapiens	;18342022
SP3	MYC	DOWN	Pubmed	;homo sapiens; rat norvigecus	;11085504;18342022
SP3	NF1	UP	Pubmed	;homo sapiens	;18342022
SP4	SP1	DOWN	trrd;	mouse, Mus musculus;	S9340;
SP5	CTNNB1	UP	Pubmed	mouse, Mus musculus; Homo sapiens	;17090534;16273202
SP5	TCF7L2	UP	Pubmed	mouse, Mus musculus; Homo sapiens	;17090534;16273202
SP7	RUNX2	UP	Pubmed	;mus musculus	;16574347
SP7	SATB2	UP	Pubmed	;mus musculus	;21385070
SPAG11B	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
SPAG9	GLI1	UP	Pubmed	mus musculus;	;19095649
SPG20	GLI2	UP	Pubmed	human, Homo sapiens	;14691458
SPI1	HBP1	DOWN	Pubmed	human, Homo sapiens	;16179914;
SPI1	RBPJ	UP	Pubmed	HUman, Homo sapiens; mus musculus	;12759431
SPN	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;16132617
SPP1	CREB1	UP	Pubmed	;rattus norvegicus; homo sapiens	;20587945; 21467818; 21276840; 20965237
SPP1	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;19213727
SPP1	DLX5	UP	Pubmed	;rattus norvegicus	;20587945; 21276840; 20965237
SPP1	EP300	UP	Pubmed	;homo sapiens	;20339243; 21467818
SPP1	ETS1	UP	Pubmed	mouse, Mus musculus;	;16670084
SPP1	GLI1	UP	Pubmed	human, Homo sapiens	;11719506
SPP1	HOXA9	DOWN	Pubmed	;mus musculus	;11042172
SPP1	JUN	UP	Pubmed	;homo sapiens	20339243; 21467818;
SPP1	JUND	UP	Pubmed	;rattus norvegicus; homo sapiens	;20587945; 21467818; 21276840; 20965237
SPP1	MSX2	UP	Pubmed	;homo sapiens	;21467818; 21276840; 20965237
SPP1	NR4A2	UP	Pubmed	human, Homo sapiens; Mus musculus	;14988426
SPP1	POU5F1	UP	Pubmed	mouse, Mus musculus;mus musculus	;9649510
SPP1	RBPJ	UP	Pubmed	Mouse, Mus musculus;	;16195230
SPP1	RUNX2	UP	Pubmed	;mus musculus	;16195230; 16670084
SPP1	SMAD1	UP	Pubmed	;homo sapiens	;21467818; 21276840; 20965237
SPP1	SMAD2	UP	Pubmed	;mus musculus	;11042172
SPP1	SMAD3	UP	Pubmed	;mus musculus	;11042172
SPP1	SMAD4	UP	Pubmed	;mus musculus	;11042172
SPP1	SOX2	DOWN	Pubmed	;mus musculus	;9649510
SPP1	VDR	UP	Pubmed	;mus musculus	;16195230
SPRR1A	JUN	UP	trrd;	human, Homo sapiens;	S9144;
SPRR2A	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
SPRR2A	SP1	UP	trrd;	hUman, Homo sapiens;	S8469;
SPRR2A	STAT5A	UP	Pubmed	mouse, Mus musculus;	;16293640
SPRR2A	STAT5B	UP	Pubmed	mouse, Mus musculus;	;16293640
SPRY2	FOXO1	UP	Pubmed	mouse, Mus musculus;	;17254969
SQLE	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;16492665;
SQLE	SREBF1	UP	Pubmed	hUman, Homo sapiens; mus musculus	;12083769; 17027328
SQLE	SREBF2	UP	Pubmed	hUman, Homo sapiens; mus musculus	;12083769; 17027328
SQSTM1	CREB1	UP	Pubmed	mouse, Mus musculus;	;14973073
SRC	RBPJ	UP	Pubmed	mus musculus;	;15979417
SREBF1	AR	UP	Pubmed	human, Homo sapiens;	16541421;
SREBF1	FOXO1	DOWN	Pubmed	;mus musculus	;16492665;20868688
SREBF1	NFYA	UP	Pubmed	;rattus norvegicus	;15330762
SREBF1	NR1H2	UP	Pubmed	human, Homo sapiens	;19258656
SREBF1	NR1H3	UP	Pubmed	human, Homo sapiens	;19258656
SREBF1	PPARA	DOWN	Pubmed	;mus musculus	;1273033
SREBF1	RXRA	UP	Pubmed	HUman, Homo sapiens; Mus musculus	;11287605; 11694526; 16112614; 17531980
SREBF1	SP1	UP	Pubmed	;rattus norvegicus	;15330762; 17449871
SREBF1	SREBF1	UP	Pubmed	;homo sapiens	;16831124
SREBF1	SREBF2	UP	Pubmed	;mus musculus	;10918064
SREBF1	THRB	DOWN	Pubmed	;mus musculus	;16794015
SREBF1	TP53	DOWN	Pubmed	;mus musculus	;12734185
SREBF2	AR	UP	Pubmed	human, Homo sapiens;	16541421;
SREBF2	NFYA	UP	Pubmed	;homo sapiens	;8900111
SREBF2	SREBF2	UP	Pubmed	;homo sapiens	;8900111
SRM	MYC	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;11085504;11983916;14519204;
SRPK2	CREB1	UP	Pubmed	mouse, Mus musculus;	;14973073
SRSF1	MYC	UP	Pubmed	human, Homo sapiens;	;12747840
SRSF10	CREB1	UP	Pubmed	mouse, Mus musculus;	;14973073
SRSF2	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
SRSF3	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;18952824
SRSF3	TCF7L2	UP	Pubmed	hUman, Homo sapiens;	;18952824
SRY	NR5A1	UP	trrd;	hUman, Homo sapiens;	S8638;
SSPO	STAT5A	UP	Pubmed	mouse, Mus musculus;	;16293640
SSPO	STAT5B	UP	Pubmed	mouse, Mus musculus;	;16293640
SSR3	STAT5A	UP	Pubmed	mouse, Mus musculus;	;16293640
SSR3	STAT5B	UP	Pubmed	mouse, Mus musculus;	;16293640
SSTR2	SMAD3	UP	Pubmed	;mus musculus	;11278805
SSTR2	SMAD4	UP	Pubmed	;mus musculus	;11278805
ST6GAL1	CEBPB	UP	Pubmed	;homo sapiens?	1737800;
ST6GAL1	DBP	UP	Pubmed	;homo sapiens?	;1737800
ST6GAL1	HNF1A	UP	Pubmed	;homo sapiens?	;1737800
STAB1	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16100571;
STAB1	FOXO3	UP	Pubmed	mouse, Mus musculus;	;16100571;
STAR	GATA4	UP	TRDD	mouse, Mus musculus;	S5190;
STAR	NFYA	UP	Pubmed	;rattus norvegicus	;11861536
STAR	NR5A1	UP	Pubmed	;rattus norvegicus	;11250933
STAR	SP1	UP	Pubmed	human, Homo sapiens;rattus norvegicus	;11250933
STAR	SREBF1	UP	Pubmed	;rattus norvegicus	;11861536
STAR	SREBF2	UP	Pubmed	;rattus norvegicus	;11250933
STAR	YY1	DOWN	Pubmed	;rattus norvegicus	;11861536; 17702849
STARD4	SREBF2	UP	Pubmed	;mus musculus; homo sapiens	;15760897
STARD7	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;17273793
STAT1	STAT1	UP	trrd;	hUman, Homo sapiens;	S7921;
STAT3	CTNNB1	UP	Pubmed	human, Homo sapiens;	;18602747
STAT3	STAT3	UP	Pubmed	mouse, Mus musculus;	;16293640
STAT3	TCF7L2	UP	Pubmed	human, Homo sapiens;	;18602747
STEAP4	GLI1	UP	Pubmed	mus musculus;	;19095649
STIL	E2F1	UP	Pubmed	;homo sapiens	;18649360
STMN2	CTNNB1	UP	Pubmed	mouse, Mus musculus; Homo sapiens	;17273793;16712787
STXBP6	GLI1	UP	Pubmed	mus musculus;	;19095649
SUFU	GLI1	DOWN	Pubmed	mus musculus;	;19095649
SUMO2	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
SV2A	SREBF1	UP	Pubmed	hUman, Homo sapiens;	;17452746
SYNM	GLI1	DOWN	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
SYTL2	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
T	CTNNB1	UP	Pubmed	mouse, Mus musculus; Homo sapiens; rat	;15292219;16139800;14557550;12032083;18948405;12234972;15579438;10953028;14575694;10704849
T	LEF1	UP	Pubmed	mouse, Mus musculus; Homo sapiens; rat	;15292219;16139800;14557550;12032083;18948405;12234972;15579438;10953028;14575694;10704849
T	TCF7L2	UP	Pubmed	mouse, Mus musculus; Homo sapiens; rat	;15292219;16139800;14557550;12032083;18948405;12234972;15579438;10953028;14575694;10704849
TAC1	CREM	DOWN	pazar	human, Homo sapiens;	;
TAC1	NFKB1	UP	pazar	human, Homo sapiens;	pazar_pleiades_20100814;
TAC1	RELA	UP	pazar	human, Homo sapiens;	pazar_pleiades_20100814;
TAC2	GATA1	UP	pazar	mouse, Mus musculus;	0
TAF11	FOXO1	UP	Pubmed	human, Homo sapiens	;18301748
TAGLN	CTNNB1	UP	Pubmed	;mus musculus	;19344627
TAGLN	NOTCH1	DOWN	Pubmed	mouse, Mus musculus;	;15634680
TAGLN	RBPJ	DOWN	Pubmed	mouse, Mus musculus;	;15634680
TAGLN	SMAD1	UP	Pubmed	;mus musculus	;12582250
TAGLN	SMAD2	UP	Pubmed	mouse, Mus musculus;	;19344627
TAGLN	SMAD3	UP	Pubmed	mouse, Mus musculus;	;19344627
TAGLN	SMAD4	UP	Pubmed	;mus musculus	;12582250
TAGLN	TCF7	UP	Pubmed	;mus musculus	;19344627
TAGLN	TCF7L2	UP	Pubmed	;mus musculus	;19344627
TAL1	GATA1	UP	TRDD	human, Homo sapiens	S2095;
TAL1	GATA2	UP	pazar	human, Homo sapiens	pazar_pleiades;
TAL1	GATA3	UP	pazar	human, Homo sapiens	pazar_pleiades;
TAL1	SP1	UP	trrd;	mouse, Mus musculus; Homo sapiens	S2096;
TAPBP	E2F1	DOWN	Pubmed	;mus musculus	;20663889
TAPBP	EP300	DOWN	Pubmed	;mus musculus	;20663889
TBX2	MITF	UP	Pubmed	human, Homo sapiens	;1999537
TBX21	RBPJ	UP	Pubmed	Mouse, Mus musculus;	;15991363
TBX21	YY1	DOWN	Pubmed	;homo sapiens	;21272048
TBX3	CTNNB1	UP	Pubmed	hUman, Homo sapiens; Mus musculus	;15592430; 17283120
TBX6	RBPJ	UP	Pubmed	Mouse, Mus musculus;	;15864811
TBXA2R	SP1	UP	trrd;	hUman, Homo sapiens;	S6283;
TBXAS1	TP53	DOWN	Pubmed	human, Homo sapiens;	;14586398
TCF4	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;11943708;13679048;15806138;12086873
TCF4	EGR1	UP	Pubmed	human, Homo sapiens	;18798221
TCF4	FOXO1	UP	Pubmed	mouse, Mus musculus;	;17254969
TCF4	TP53	DOWN	Pubmed	mouse, Mus musculus;	;14990988;
TCF7	CTNNB1	UP	Pubmed	hUman, Homo sapiens; Mus musculus	;15473860;10489374
TCF7	NOTCH1	UP	Pubmed	mouse, Mus musculus;	;15356142
TCF7	RBPJ	UP	Pubmed	mouse, Mus musculus;	;15356142
TCF7	TCF7L2	UP	Pubmed	hUman, Homo sapiens; Mus musculus	;15473860;10489374
TDGF1	CTNNB1	UP	Pubmed	human, Homo sapiens;	;17291450
TDO2	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16492665;
TEAD1	GLI2	UP	Pubmed	human, Homo sapiens	;14691458
TERT	E2F1	DOWN	Pubmed	;homo sapiens	;11433024; 12368233
TERT	E2F2	DOWN	Pubmed	;homo sapiens	;12368233
TERT	E2F3	DOWN	Pubmed	;homo sapiens	;12368233
TERT	MYC	UP	Pubmed	human, Homo sapiens;	;14519204
TERT	SMAD3	DOWN	Pubmed	;homo sapiens	;17881189
TERT	SP1	UP	Pubmed	human, Homo sapiens;homo sapiens	;16234237; 1236823
TERT	TP53	DOWN	Pubmed	human, Homo sapiens;	;10778946
TERT	TP73	DOWN	Pubmed	;homo sapiens	;16234237
TF	NR2F1	DOWN	Pubmed	rat, Rattus norvegicus; homo sapiens	;8706718; 7610049
TFAP2A	CREB1	DOWN	Pubmed	;mus musculus	;20805990
TFAP2A	E2F1	DOWN	Pubmed	;mus musculus	;20805990
TFAP2A	POU2F1	UP	NfiRegulomeDB	human, Homo sapiens;	;
